Name,Fault_Loc,Total_Lines,Type,Line,Verify,Fault_Loc_Percentage,Category,Total_Lines_Num
Clover_multi_return_no_hints_6,"['5', ' 6']","[5, 6]",int_int,6.0,True,100.0,100%,2
dafny-synthesis_task_id_581_no_hints_2,['6'],[6],int,6.0,True,100.0,100%,1
Clover_triple2_no_hints_19,"['8', ' 9', ' 10']","[4, 5, 6, 7, 8, 9, 10]",int,10.0,True,42.857142857142854,Others,7
dafny-workout_tmp_tmp0abkw6f8_starter_ex03_no_hints_7,['16'],[16],real,16.0,True,100.0,100%,1
Clover_triple_no_hints_1,['4'],[4],int,4.0,True,100.0,100%,1
Formal_Verification_With_Dafny_tmp_tmp5j79rq48_Counter_no_hints_5,['30'],[30],void,30.0,True,100.0,100%,1
Clover_triple4_no_hints_7,"['4', ' 5']","[4, 5]",int,5.0,True,100.0,100%,2
Formal-methods-of-software-development_tmp_tmppryvbyty_Examenes_Beni_Heusel-Benedikt-Ass-1_no_hints_3,['32'],"[20, 29, 30, 32, 139, 141, 143, 153]",void,32.0,True,12.5,Others,8
Final-Project-Dafny_tmp_tmpmcywuqox_Final_Project_3_no_hints_1,"['4', ' 5']","[4, 5, 6, 7]",int,5.0,True,50.0,Others,4
CSU55004---Formal-Verification_tmp_tmp4ki9iaqy_Project_Project_Part_1_project_pt_1_no_hints_1,"['9', ' 12', ' 17', ' 24']","[6, 9, 12, 17, 20, 24, 27]",bool,24.0,True,57.14285714285714,Others,7
cs357_tmp_tmpn4fsvwzs_lab7_question2_no_hints_0,"['4', ' 5', ' 6', ' 8']","[4, 5, 6, 7, 8]",int,4.0,True,80.0,Others,5
dafny-synthesis_task_id_264_no_hints_3,['5'],[5],int,5.0,True,100.0,100%,1
CO3408-Advanced-Software-Modelling-Assignment-2022-23-Part-2-A-Specification-Spectacular_tmp_tmp4pj4p2zx_car_park_no_hints_20,"['133', ' 134']","[128, 129, 132, 133, 134]",bool,133.0,True,40.0,Others,5
CO3408-Advanced-Software-Modelling-Assignment-2022-23-Part-2-A-Specification-Spectacular_tmp_tmp4pj4p2zx_car_park_no_hints_3,"['47', ' 48', ' 49']","[45, 47, 48, 49, 50, 50, 51, 52]",bool,48.0,True,37.5,Others,8
dafl_tmp_tmp_r3_8w3y_dafny_examples_dafny0_DividedConstructors_no_hints_27,"['71', ' 37\n37']","[71, 37, 37]",void,37.0,False,33.33333333333333,Others,3
dafny-synthesis_task_id_803_no_hints_0,"['7', ' 11']","[6, 7, 9, 11]",bool,9.0,False,50.0,Others,4
Prog-Fun-Solutions_tmp_tmp7_gmnz5f_mockExam2_p3_no_hints_5,"['12', ' 14', ' 16']","[10, 12, 13, 14, 15, 16]",int,14.0,True,50.0,Others,6
Prog-Fun-Solutions_tmp_tmp7_gmnz5f_mockExam2_p2_no_hints_0,['13'],"[10, 11, 12, 13]",int_int,11.0,False,25.0,Others,4
Clover_triple_no_hints_0,['4'],[4],int,4.0,True,100.0,100%,1
Software-building-and-verification-Projects_tmp_tmp5tm1srrn_CVS-projeto_aula2_no_hints_0,"['30', ' 31']","[26, 27, 29, 30, 31]",nat,31.0,True,40.0,Others,5
Clover_multi_return_no_hints_7,"['5', ' 6']","[5, 6]",int_int,6.0,True,100.0,100%,2
CO3408-Advanced-Software-Modelling-Assignment-2022-23-Part-2-A-Specification-Spectacular_tmp_tmp4pj4p2zx_car_park_no_hints_23,"['133', ' 134']","[128, 129, 132, 133, 134]",bool,133.0,True,40.0,Others,5
dafny-synthesis_task_id_312_no_hints_3,['5'],[5],real,5.0,True,100.0,100%,1
Prog-Fun-Solutions_tmp_tmp7_gmnz5f_mockExam2_p3_no_hints_9,"['12', ' 14', ' 16']","[10, 12, 13, 14, 15, 16]",int,16.0,True,50.0,Others,6
Dafny_Verify_tmp_tmphq7j0row_Test_Cases_Triple_no_hints_39,"['31', ' 32']","[31, 32]",int,31.0,True,100.0,100%,2
dafny-synthesis_task_id_801_no_hints_9,"['8', ' 11', ' 14', ' 15', ' 12', ' 9', ' 7']","[7, 8, 9, 11, 12, 14, 15]",int,15.0,True,100.0,100%,7
Dafny_tmp_tmpmvs2dmry_examples1_no_hints_3,"['28', ' 29']","[28, 29]",int_int,28.0,True,100.0,100%,2
dafny-synthesis_task_id_574_no_hints_3,['5'],[5],real,5.0,True,100.0,100%,1
dafny-synthesis_task_id_279_no_hints_1,['5'],[5],int,5.0,True,100.0,100%,1
stunning-palm-tree_tmp_tmpr84c2iwh_ch1_no_hints_3,"['4', ' 5']","[4, 5]",int,4.0,True,100.0,100%,2
dafny-synthesis_task_id_238_no_hints_0,['5'],[5],int,5.0,True,100.0,100%,1
formal_verication_dafny_tmp_tmpwgl2qz28_Challenges_ex2_no_hints_7,"['28', ' 30']","[28, 29, 30, 32]",int_bool,29.0,False,50.0,Others,4
dafl_tmp_tmp_r3_8w3y_dafny_examples_dafny0_DividedConstructors_no_hints_0,"['20', ' 21', ' 23']","[20, 21, 23]",void,23.0,True,100.0,100%,3
Dafny_Verify_tmp_tmphq7j0row_dataset_C_convert_examples_01_no_hints_2,['9'],"[4, 5, 6, 7, 9, 11, 12, 13, 14]",int_int_int_int,13.0,False,11.11111111111111,Others,9
Formal-methods-of-software-development_tmp_tmppryvbyty_Examenes_Beni_Heusel-Benedikt-Ass-1_no_hints_11,[],[],void,118.0,False,0.0,Others,0
dafny-synthesis_task_id_435_no_hints_1,['6'],[6],int,6.0,True,100.0,100%,1
Prog-Fun-Solutions_tmp_tmp7_gmnz5f_mockExam2_p3_no_hints_4,"['12', ' 14', ' 16']","[10, 12, 13, 14, 15, 16]",int,14.0,True,50.0,Others,6
nitwit_tmp_tmplm098gxz_nit_no_hints_8,['144'],[144],nat,144.0,True,100.0,100%,1
Software-building-and-verification-Projects_tmp_tmp5tm1srrn_CVS-projeto_aula2_no_hints_7,"['53', ' 54']","[53, 54]",int,54.0,True,100.0,100%,2
Clover_triple2_no_hints_4,"['5', ' 6', ' 7']","[4, 5, 6, 7, 8, 9, 10]",int,6.0,True,42.857142857142854,Others,7
Prog-Fun-Solutions_tmp_tmp7_gmnz5f_mockExam2_p3_no_hints_0,"['12', ' 14', ' 16']","[10, 12, 13, 14, 15, 16]",int,13.0,False,50.0,Others,6
703FinalProject_tmp_tmpr_10rn4z_gaussian_no_hints_7,"['9', ' 10', ' 11', ' 12', ' 13', ' 14', ' 17', ' 18', ' 19', ' 20']","[9, 10, 11, 12, 13, 14, 16, 17, 18, 19, 20]",array(real),20.0,True,90.9090909090909,Others,11
dafny-synthesis_task_id_458_no_hints_3,['6'],[6],int,6.0,True,100.0,100%,1
DafnyProjects_tmp_tmp2acw_s4s_Graph_no_hints_14,"['64', ' 65']","[64, 65]",void,64.0,True,100.0,100%,2
Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_from dafny main repo_dafny1_Queue_no_hints_7,"['85', ' 86', ' 87', ' 88', ' 93', ' 98', ' 100']","[85, 86, 87, 88, 93, 98, 100]",void,98.0,True,100.0,100%,7
dafny-mini-project_tmp_tmpjxr3wzqh_src_project2a_no_hints_4,['115'],[115],void,115.0,True,100.0,100%,1
Clover_multi_return_no_hints_4,"['5', ' 6']","[5, 6]",int_int,6.0,True,100.0,100%,2
dafny-language-server_tmp_tmpkir0kenl_Test_hofs_WhileLoop_no_hints_9,"['32', ' 34', ' 35', ' 36', ' 38', ' 39', ' 41']","[32, 33, 34, 35, 36, 38, 39, 41]",int,38.0,True,87.5,Others,8
Software-building-and-verification-Projects_tmp_tmp5tm1srrn_CVS-projeto_aula2_no_hints_1,"['30', ' 31']","[26, 27, 29, 30, 31]",nat,31.0,True,40.0,Others,5
CSU55004---Formal-Verification_tmp_tmp4ki9iaqy_Project_Project_Part_1_project_pt_1_no_hints_4,"['35', ' 38', ' 53', ' 61', ' 62', ' 66', ' 69']","[35, 38, 53, 58, 61, 62, 65, 66, 69]",bool,66.0,True,77.77777777777779,Others,9
cs245-verification_tmp_tmp0h_nxhqp_SortingIssues_BubbleSortCode_no_hints_7,"['20', ' 21', ' 24', ' 26']","[16, 17, 19, 20, 21, 22, 23, 24, 26, 28]",void,28.0,False,40.0,Others,10
dafny-synthesis_task_id_312_no_hints_0,['5'],[5],real,5.0,True,100.0,100%,1
Formal_Verification_With_Dafny_tmp_tmp5j79rq48_Counter_no_hints_1,['22'],[22],void,22.0,True,100.0,100%,1
dafny-synthesis_task_id_435_no_hints_3,['6'],[6],int,6.0,True,100.0,100%,1
Dafny_Verify_tmp_tmphq7j0row_Test_Cases_Index_no_hints_11,"['54', ' 55']","[54, 55]",int_int,55.0,True,100.0,100%,2
dafny-synthesis_task_id_86_no_hints_0,['5'],[5],nat,5.0,True,100.0,100%,1
Prog-Fun-Solutions_tmp_tmp7_gmnz5f_mockExam2_p3_no_hints_3,"['12', ' 14', ' 16']","[10, 12, 13, 14, 15, 16]",int,13.0,False,50.0,Others,6
Dafny_Verify_tmp_tmphq7j0row_Test_Cases_Triple_no_hints_43,"['31', ' 32']","[31, 32]",int,32.0,True,100.0,100%,2
Clover_multi_return_no_hints_3,"['5', ' 6']","[5, 6]",int_int,5.0,True,100.0,100%,2
Software-building-and-verification-Projects_tmp_tmp5tm1srrn_CVS-projeto_aula2_no_hints_4,"['53', ' 54']","[53, 54]",int,54.0,True,100.0,100%,2
CSU55004---Formal-Verification_tmp_tmp4ki9iaqy_Project_Project_Part_1_project_pt_1_no_hints_17,"['118', ' 119', ' 117', ' 123', ' 129', ' 130', ' 133', ' 136']","[114, 117, 118, 119, 123, 127, 129, 130, 132, 133, 136]",nat,133.0,True,72.72727272727273,Others,11
dafl_tmp_tmp_r3_8w3y_dafny_examples_dafny0_DividedConstructors_no_hints_14,"['76', ' 44\n44']","[76, 44, 44]",void,44.0,False,33.33333333333333,Others,3
Dafny_Learning_Experience_tmp_tmpuxvcet_u_week8_12_week9_lemma_no_hints_0,['6'],"[5, 6]",int,6.0,True,50.0,Others,2
CO3408-Advanced-Software-Modelling-Assignment-2022-23-Part-2-A-Specification-Spectacular_tmp_tmp4pj4p2zx_car_park_no_hints_8,"['65', ' 66']","[65, 66, 67, 68]",int,66.0,True,50.0,Others,4
dafny-synthesis_task_id_171_no_hints_1,['5'],[5],int,5.0,True,100.0,100%,1
CO3408-Advanced-Software-Modelling-Assignment-2022-23-Part-2-A-Specification-Spectacular_tmp_tmp4pj4p2zx_car_park_no_hints_11,"['65', ' 66']","[65, 66, 67, 68]",int,66.0,True,50.0,Others,4
dafny-synthesis_task_id_135_no_hints_3,['5'],[5],int,5.0,True,100.0,100%,1
Dafny_Verify_tmp_tmphq7j0row_Test_Cases_Ghost_no_hints_7,"['15', ' 16', ' 17']","[15, 16, 17]",int,16.0,True,100.0,100%,3
dafny-synthesis_task_id_276_no_hints_0,['6'],[6],real,6.0,True,100.0,100%,1
dafny-synthesis_task_id_801_no_hints_1,['9'],"[7, 8, 9, 11, 12, 14, 15]",int,9.0,True,14.285714285714285,Others,7
Formal-Methods-Project_tmp_tmphh2ar2xv_BubbleSort_no_hints_12,"['35', ' 36', ' 38', ' 39']","[35, 36, 37, 38, 39, 39]",void,39.0,True,66.66666666666666,Others,6
dafny-synthesis_task_id_626_no_hints_0,['5'],[5],int,5.0,True,100.0,100%,1
Dafny_Verify_tmp_tmphq7j0row_Test_Cases_Index_no_hints_1,['5'],[5],int,5.0,True,100.0,100%,1
Clover_swap_arith_no_hints_4,"['9', ' 10']","[6, 8, 9, 10]",int_int,9.0,True,50.0,Others,4
Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_from dafny main repo_dafny1_Queue_no_hints_4,"['85', ' 86', ' 87', ' 88', ' 93', ' 98', ' 100']","[85, 86, 87, 88, 93, 98, 100]",void,98.0,True,100.0,100%,7
Dafny_Verify_tmp_tmphq7j0row_Test_Cases_Triple_no_hints_0,"['3', ' 4']","[3, 4]",int,3.0,True,100.0,100%,2
Dafny_Verify_tmp_tmphq7j0row_Test_Cases_Ghost_no_hints_1,"['15', ' 16', ' 17']","[15, 16, 17]",int,15.0,True,100.0,100%,3
CO3408-Advanced-Software-Modelling-Assignment-2022-23-Part-2-A-Specification-Spectacular_tmp_tmp4pj4p2zx_car_park_no_hints_4,"['50', ' 51', ' 52']","[45, 47, 48, 49, 50, 50, 51, 52]",bool,51.0,True,37.5,Others,8
Trab1-Metodos-Formais_tmp_tmp_8fa4trr_circular-array_no_hints_0,"['60', ' 61', ' 62', ' 56']","[60, 61, 62, 56]",void,61.0,True,100.0,100%,4
Dafny_Verify_tmp_tmphq7j0row_Test_Cases_Triple_no_hints_23,"['18', ' 19', ' 20']","[17, 18, 19, 20, 21, 22, 23]",int,19.0,True,42.857142857142854,Others,7
dafny-language-server_tmp_tmpkir0kenl_Test_hofs_WhileLoop_no_hints_0,"['9', ' 11', ' 12', ' 14', ' 15', ' 17']","[9, 10, 11, 12, 14, 15, 17]",int,14.0,True,85.71428571428571,Others,7
cs245-verification_tmp_tmp0h_nxhqp_Assignments_simple_no_hints_3,['11'],[11],int,11.0,True,100.0,100%,1
Dafny_Verify_tmp_tmphq7j0row_Test_Cases_Ghost_no_hints_27,"['47', ' 49', ' 50', ' 55', ' 52']","[46, 47, 49, 50, 51, 52, 55]",int,55.0,True,71.42857142857143,Others,7
dafl_tmp_tmp_r3_8w3y_dafny_examples_dafny0_SharedDestructorsCompile_no_hints_3,"['22', ' 25', ' 26', ' 27', ' 30', ' 31']","[15, 16, 18, 20, 22, 25, 26, 27, 30, 31, 34, 35]",void,31.0,True,50.0,Others,12
stunning-palm-tree_tmp_tmpr84c2iwh_ch1_no_hints_0,"['4', ' 5']","[4, 5]",int,4.0,True,100.0,100%,2
dafny-synthesis_task_id_80_no_hints_3,['5'],[5],int,5.0,True,100.0,100%,1
dafny-synthesis_task_id_171_no_hints_3,['5'],[5],int,5.0,True,100.0,100%,1
cs245-verification_tmp_tmp0h_nxhqp_Assignments_simple_no_hints_0,['11'],[11],int,11.0,True,100.0,100%,1
stunning-palm-tree_tmp_tmpr84c2iwh_ch1_no_hints_13,['18'],"[15, 16, 17, 18]",int,18.0,True,25.0,Others,4
Formal-Methods-Project_tmp_tmphh2ar2xv_BubbleSort_no_hints_4,"['22', ' 24', ' 26', ' 28']","[18, 19, 21, 22, 24, 26, 28, 30]",void,28.0,True,50.0,Others,8
dafny-synthesis_task_id_641_no_hints_0,['5'],[5],int,5.0,True,100.0,100%,1
Dafny_Verify_tmp_tmphq7j0row_Test_Cases_Triple_no_hints_20,"['18', ' 19', ' 20']","[17, 18, 19, 20, 21, 22, 23]",int,19.0,True,42.857142857142854,Others,7
Clover_swap_arith_no_hints_10,"['9', ' 10']","[6, 8, 9, 10]",int_int,10.0,True,50.0,Others,4
dafny-programs_tmp_tmpcwodh6qh_src_ticketsystem_no_hints_0,"['70', ' 71']","[70, 71]",void,70.0,True,100.0,100%,2
dafny-workout_tmp_tmp0abkw6f8_starter_ex03_no_hints_4,['16'],[16],real,16.0,True,100.0,100%,1
Clover_swap_arith_no_hints_7,"['9', ' 10']","[6, 8, 9, 10]",int_int,9.0,True,50.0,Others,4
Dafny_Verify_tmp_tmphq7j0row_Test_Cases_Index_no_hints_8,"['54', ' 55']","[54, 55]",int_int,55.0,True,100.0,100%,2
dafny-synthesis_task_id_458_no_hints_0,['6'],[6],int,6.0,True,100.0,100%,1
stunning-palm-tree_tmp_tmpr84c2iwh_ch1_no_hints_1,"['4', ' 5']","[4, 5]",int,4.0,True,100.0,100%,2
stunning-palm-tree_tmp_tmpr84c2iwh_ch1_no_hints_7,"['4', ' 5']","[4, 5]",int,5.0,True,100.0,100%,2
Dafny_Verify_tmp_tmphq7j0row_Test_Cases_Triple_no_hints_16,"['18', ' 19', ' 20']","[17, 18, 19, 20, 21, 22, 23]",int,19.0,True,42.857142857142854,Others,7
Dafny_Verify_tmp_tmphq7j0row_Test_Cases_Triple_no_hints_3,"['3', ' 4']","[3, 4]",int,3.0,True,100.0,100%,2
dafny-language-server_tmp_tmpkir0kenl_Test_hofs_WhileLoop_no_hints_4,"['21', ' 22', ' 23', ' 25', ' 26', ' 28']","[21, 22, 23, 25, 26, 28]",int,25.0,True,100.0,100%,6
dafny-synthesis_task_id_14_no_hints_1,['7'],[7],int,7.0,True,100.0,100%,1
dafny-synthesis_task_id_85_no_hints_0,['5'],[5],real,5.0,True,100.0,100%,1
Clover_swap_arith_no_hints_2,"['9', ' 10']","[6, 8, 9, 10]",int_int,8.0,False,50.0,Others,4
Prog-Fun-Solutions_tmp_tmp7_gmnz5f_mockExam2_p3_no_hints_8,"['12', ' 14', ' 16']","[10, 12, 13, 14, 15, 16]",int,16.0,True,50.0,Others,6
DafnyProjects_tmp_tmp2acw_s4s_Graph_no_hints_0,['26'],[26],void,26.0,True,100.0,100%,1
dafny-synthesis_task_id_435_no_hints_0,['6'],[6],int,6.0,True,100.0,100%,1
cs686_tmp_tmpdhuh5dza_classNotes_notes-9-8-21_no_hints_0,"['53', ' 55', ' 56', ' 62', ' 63', ' 60']","[53, 55, 56, 59, 60, 62, 63]",bool_int,62.0,True,85.71428571428571,Others,7
dafny-workout_tmp_tmp0abkw6f8_starter_ex03_no_hints_1,['7'],[7],int,7.0,True,100.0,100%,1
Dafny_Verify_tmp_tmphq7j0row_Test_Cases_Ghost_no_hints_0,"['15', ' 16', ' 17']","[15, 16, 17]",int,15.0,True,100.0,100%,3
dafny-synthesis_task_id_89_no_hints_1,['5'],[5],int,5.0,True,100.0,100%,1
t1_MF_tmp_tmpi_sqie4j_exemplos_classes_parte1_contadorV1b_no_hints_1,['23'],[23],void,23.0,True,100.0,100%,1
CSU55004---Formal-Verification_tmp_tmp4ki9iaqy_Project_Project_Part_1_project_pt_1_no_hints_19,"['118', ' 119', ' 117', ' 123', ' 129', ' 130', ' 133', ' 136']","[114, 117, 118, 119, 123, 127, 129, 130, 132, 133, 136]",nat,133.0,True,72.72727272727273,Others,11
formal_verication_dafny_tmp_tmpwgl2qz28_Challenges_ex2_no_hints_3,['21'],"[20, 21]",int,20.0,False,50.0,Others,2
CO3408-Advanced-Software-Modelling-Assignment-2022-23-Part-2-A-Specification-Spectacular_tmp_tmp4pj4p2zx_car_park_no_hints_0,"['47', ' 48', ' 49']","[45, 47, 48, 49, 50, 50, 51, 52]",bool,48.0,True,37.5,Others,8
CSU55004---Formal-Verification_tmp_tmp4ki9iaqy_Project_Project_Part_1_project_pt_1_no_hints_5,"['35', ' 38', ' 53', ' 61', ' 62', ' 66', ' 69']","[35, 38, 53, 58, 61, 62, 65, 66, 69]",bool,66.0,True,77.77777777777779,Others,9
Dafny_tmp_tmp0wu8wmfr_tests_F1a_no_hints_7,['24'],[24],int,24.0,True,100.0,100%,1
Dafny_Verify_tmp_tmphq7j0row_dataset_C_convert_examples_23_x_no_hints_5,"['4', ' 5', ' 6', ' 8', ' 9']","[4, 5, 6, 8, 9]",int_int,9.0,True,100.0,100%,5
dafny-synthesis_task_id_234_no_hints_3,['5'],[5],int,5.0,True,100.0,100%,1
Clover_double_quadruple_no_hints_0,"['4', ' 5']","[4, 5]",int_int,4.0,True,100.0,100%,2
CO3408-Advanced-Software-Modelling-Assignment-2022-23-Part-2-A-Specification-Spectacular_tmp_tmp4pj4p2zx_car_park_no_hints_7,"['50', ' 51', ' 52']","[45, 47, 48, 49, 50, 50, 51, 52]",bool,51.0,True,37.5,Others,8
dafny-synthesis_task_id_127_no_hints_3,['4'],[4],int,4.0,True,100.0,100%,1
dafny-mini-project_tmp_tmpjxr3wzqh_src_project2a_no_hints_7,['115'],[115],void,115.0,True,100.0,100%,1
Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_from dafny main repo_dafny4_ClassRefinement_no_hints_9,['28'],[28],void,28.0,True,100.0,100%,1
Clover_triple_no_hints_3,['4'],[4],int,4.0,True,100.0,100%,1
Clover_triple4_no_hints_3,"['4', ' 5']","[4, 5]",int,4.0,True,100.0,100%,2
ironsync-osdi2023_tmp_tmpx80antoe_linear-dafny_Test_c++_sets_no_hints_3,"['48', ' 49', ' 50', ' 51', ' 52', ' 53', ' 54', ' 56', ' 57']","[48, 49, 50, 51, 52, 53, 54, 56, 57, 59, 60, 61, 62, 63, 64, 66, 67, 68]",void,57.0,True,50.0,Others,18
nitwit_tmp_tmplm098gxz_nit_no_hints_11,['144'],[144],nat,144.0,True,100.0,100%,1
dafl_tmp_tmp_r3_8w3y_dafny_examples_dafny0_DividedConstructors_no_hints_31,"['44\n76', ' 44']","[76, 44, 44]",void,44.0,True,33.33333333333333,Others,3
Trab1-Metodos-Formais_tmp_tmp_8fa4trr_circular-array_no_hints_1,"['60', ' 61', ' 62', ' 56']","[60, 61, 62, 56]",void,61.0,True,100.0,100%,4
formal_verication_dafny_tmp_tmpwgl2qz28_Challenges_ex2_no_hints_0,['21'],"[20, 21]",int,20.0,False,50.0,Others,2
dafny-synthesis_task_id_266_no_hints_0,['5'],[5],int,5.0,True,100.0,100%,1
SENG2011_tmp_tmpgk5jq85q_ass1_ex7_no_hints_0,"['5', ' 6', ' 7']","[5, 6, 7]",void,7.0,True,100.0,100%,3
dafny-language-server_tmp_tmpkir0kenl_Test_hofs_WhileLoop_no_hints_8,"['32', ' 34', ' 35', ' 36', ' 38', ' 39', ' 41']","[32, 33, 34, 35, 36, 38, 39, 41]",int,38.0,True,87.5,Others,8
Clover_triple2_no_hints_7,"['5', ' 6', ' 7']","[4, 5, 6, 7, 8, 9, 10]",int,6.0,True,42.857142857142854,Others,7
dafny-language-server_tmp_tmpkir0kenl_Test_hofs_WhileLoop_no_hints_3,"['9', ' 11', ' 12', ' 14', ' 15', ' 17']","[9, 10, 11, 12, 14, 15, 17]",int,14.0,True,85.71428571428571,Others,7
dafny-synthesis_task_id_430_no_hints_3,['5'],[5],real,5.0,True,100.0,100%,1
dafny-synthesis_task_id_82_no_hints_0,['5'],[5],real,5.0,True,100.0,100%,1
CVS-Projto1_tmp_tmpb1o0bu8z_searchSort_no_hints_0,"['10', ' 13', ' 15', ' 18']","[5, 6, 9, 10, 13, 15, 18, 20]",bool,18.0,True,50.0,Others,8
Trab1-Metodos-Formais_tmp_tmp_8fa4trr_circular-array_no_hints_23,"['156', ' 157', ' 158', ' 159', ' 164', ' 165', ' 166', ' 149']","[156, 157, 158, 159, 164, 165, 166, 149]",CircularArray,164.0,True,100.0,100%,8
DafnyProjects_tmp_tmp2acw_s4s_Graph_no_hints_12,"['64', ' 65']","[64, 65]",void,64.0,True,100.0,100%,2
Clover_swap_arith_no_hints_6,"['9', ' 10']","[6, 8, 9, 10]",int_int,9.0,True,50.0,Others,4
dafny-synthesis_task_id_264_no_hints_0,['5'],[5],int,5.0,True,100.0,100%,1
dafny-learn_tmp_tmpn94ir40q_R01_functions_no_hints_0,['47'],[47],int,47.0,True,100.0,100%,1
cs245-verification_tmp_tmp0h_nxhqp_SortingIssues_BubbleSortCode_no_hints_1,"['20', ' 21', ' 24', ' 26']","[16, 17, 19, 20, 21, 22, 23, 24, 26, 28]",void,26.0,True,40.0,Others,10
dafny-synthesis_task_id_292_no_hints_0,['5'],[5],int,5.0,True,100.0,100%,1
Clover_triple4_no_hints_1,"['4', ' 5']","[4, 5]",int,4.0,True,100.0,100%,2
dafny-synthesis_task_id_17_no_hints_1,['5'],[5],int,5.0,True,100.0,100%,1
t1_MF_tmp_tmpi_sqie4j_exemplos_classes_parte1_contadorV1b_no_hints_5,['30'],[30],void,30.0,True,100.0,100%,1
CSU55004---Formal-Verification_tmp_tmp4ki9iaqy_Project_Project_Part_1_project_pt_1_no_hints_7,"['35', ' 38', ' 53', ' 61', ' 62', ' 66', ' 69']","[35, 38, 53, 58, 61, 62, 65, 66, 69]",bool,66.0,True,77.77777777777779,Others,9
cs357_tmp_tmpn4fsvwzs_lab7_question2_no_hints_1,"['4', ' 5', ' 6', ' 8']","[4, 5, 6, 7, 8]",int,4.0,True,80.0,Others,5
Dafny_Verify_tmp_tmphq7j0row_Test_Cases_Ghost_no_hints_8,"['23', ' 24']","[23, 24]",int_int,23.0,True,100.0,100%,2
